DefaultSC.EMInert.X       DefaultSC.EMInert.Y       DefaultSC.EMInert.Z       DefaultSC.UTCModJulian    
-13750.91041284127        6591340.909427366         -2867278.161446191        57751.08148100697         
-13762.98771460729        6599717.857417786         -2870924.471227476        57751.11273100697         
-13775.06731170693        6608094.753801486         -2874570.758481855        57751.14398100697         
-13787.14921082124        6616471.598721126         -2878217.02326658         57751.17523100697         
-13799.23341855622        6624848.392318835         -2881863.265638681        57751.20648100697         
-13811.31994141398        6633225.134736218         -2885509.485654962        57751.23773100697         
-13823.40878583554        6641601.826114361         -2889155.683372005        57751.26898100697         
-13835.49995817199        6649978.46659383          -2892801.858846175        57751.30023100697         
-13847.59346469145        6658355.056314669         -2896448.012133615        57751.33148100697         
-13859.68931157892        6666731.595416408         -2900094.143290248        57751.36273100697         
-13871.78750493611        6675108.084038071         -2903740.252371783        57751.39398100697         
-13883.88805078121        6683484.52231816          -2907386.339433711        57751.42523100697         
-13895.99095504877        6691860.910394674         -2911032.404531306        57751.45648100697         
-13908.09622358953        6700237.248405107         -2914678.447719629        57751.48773100697         
-13920.20386217023        6708613.536486443         -2918324.469053531        57751.51898100697         
-13932.31387647343        6716989.774775165         -2921970.468587645        57751.55023100697         
-13944.42627209741        6725365.96340726          -2925616.446376398        57751.58148100697         
-13956.54105455595        6733742.102518208         -2929262.402474003        57751.61273100697         
-13968.65822927821        6742118.192243            -2932908.336934467        57751.64398100697         
-13980.77780160854        6750494.232716128         -2936554.249811586        57751.67523100697         
-13992.89977680638        6758870.224071595         -2940200.141158953        57751.70648100697         
-14005.02416004606        6767246.166442912         -2943846.011029952        57751.73773100697         
-14017.15095641667        6775622.0599631           -2947491.859477762        57751.76898100697         
-14029.28017092195        6783997.904764695         -2951137.686555358        57751.80023100697         
-14041.41180848007        6792373.700979752         -2954783.492315514        57751.83148100697         
-14053.54587392359        6800749.448739837         -2958429.276810802        57751.86273100697         
-14065.68237199921        6809125.148176042         -2962075.040093591        57751.89398100697         
-14077.82130737447        6817500.79941897          -2965720.782216049        57751.92523100697         
-14089.96268461066        6825876.402598763         -2969366.503230148        57751.95648100697         
-14102.10650820305        6834251.957845076         -2973012.203187659        57751.98773100697         
-14114.25278255387        6842627.465287096         -2976657.88214016         57752.01898100697         
-14126.40151197889        6851002.925053536         -2980303.540139027        57752.05023100697         
-14138.55270070733        6859378.337272643         -2983949.177235446        57752.08148100697         
-14150.70635288171        6867753.702072195         -2987594.793480406        57752.11273100697         
-14162.86247255775        6876129.019579503         -2991240.3889247          57752.14398100697         
-14175.02106370426        6884504.289921419         -2994885.963618936        57752.17523100697         
-14187.18213020301        6892879.51322433          -2998531.517613523        57752.20648100697         
-14199.34567584866        6901254.689614167         -3002177.050958685        57752.23773100697         
-14211.51170434859        6909629.819216397         -3005822.563704452        57752.26898100697         
-14223.68021932285        6918004.902156034         -3009468.055900668        57752.30023100697         
-14235.85122430404        6926379.938557641         -3013113.527596988        57752.33148100697         
-14248.02472273721        6934754.928545319         -3016758.97884288         57752.36273100697         
-14260.20071797977        6943129.872242726         -3020404.409687624        57752.39398100697         
-14272.37921330139        6951504.769773069         -3024049.82018032         57752.42523100697         
-14284.56021188389        6959879.621259106         -3027695.210369878        57752.45648100697         
-14296.74371682121        6968254.426823152         -3031340.58030503         57752.48773100697         
-14308.92973111925        6976629.186587077         -3034985.930034319        57752.51898100697         
-14321.11825769583        6985003.900672303         -3038631.259606112        57752.55023100697         
-14333.30929938061        6993378.569199819         -3042276.569068592        57752.58148100697         
-14345.50285891498        7001753.192290174         -3045921.858469763        57752.61273100697         
-14357.69893895202        7010127.770063479         -3049567.127857451        57752.64398100697         
-14369.89754205641        7018502.302639408         -3053212.377279302        57752.67523100697         
-14382.09867070435        7026876.790137203         -3056857.606782786        57752.70648100697         
-14394.30232728352        7035251.232675673         -3060502.816415194        57752.73773100697         
-14406.50851409296        7043625.630373192         -3064148.006223644        57752.76898100697         
-14418.71723334308        7051999.983347716         -3067793.176255078        57752.80023100697         
-14430.92848715553        7060374.291716764         -3071438.326556263        57752.83148100697         
-14443.1422775632         7068748.55559743          -3075083.457173795        57752.86273100697         
-14455.3586065101         7077122.775106392         -3078728.568154095        57752.89398100697         
-14467.57747585139        7085496.950359897         -3082373.659543415        57752.92523100697         
-14479.79888735322        7093871.081473772         -3086018.731387832        57752.95648100697         
-14492.02284269279        7102245.168563432         -3089663.783733259        57752.98773100697         
-14504.24934345824        7110619.211743866         -3093308.816625436        57753.01898100697         
-14516.47839115433        7118993.211129646         -3096953.830109934        57753.05023100697         
-14528.70998717956        7127367.166834942         -3100598.824232158        57753.08148100697         
-14540.94413286043        7135741.078973496         -3104243.799037344        57753.11273100697         
-14553.18082942849        7144114.94765865          -3107888.754570567        57753.14398100697         
-14565.42007802608        7152488.773003324         -3111533.690876729        57753.17523100697         
-14577.66187970627        7160862.555120039         -3115178.608000575        57753.20648100697         
-14589.90623543282        7169236.294120908         -3118823.505986683        57753.23773100697         
-14602.1531460802         7177609.990117635         -3122468.384879466        57753.26898100697         
-14614.40261243353        7185983.643221522         -3126113.244723178        57753.30023100697         
-14626.65463518854        7194357.253543467         -3129758.085561912        57753.33148100697         
-14638.90921495163        7202730.821193973         -3133402.907439597        57753.36273100697         
-14651.16635223977        7211104.346283131         -3137047.710400004        57753.39398100697         
-14663.42604748053        7219477.828920648         -3140692.494486745        57753.42523100697         
-14675.68830101207        7227851.269215825         -3144337.259743273        57753.45648100697         
-14687.95311308312        7236224.66727757          -3147982.006212883        57753.48773100697         
-14700.22048385299        7244598.023214396         -3151626.733938713        57753.51898100697         
-14712.49041339154        7252971.33713443          -3155271.442963747        57753.55023100697         
-14724.76290167921        7261344.609145402         -3158916.13333081         57753.58148100697         
-14737.03794860701        7269717.839354653         -3162560.805082575        57753.61273100697         
-14749.31555397651        7278091.027869135         -3166205.458261558        57753.64398100697         
-14761.59571749988        7286464.174795417         -3169850.092910126        57753.67523100697         
-14773.87843879987        7294837.280239681         -3173494.709070488        57753.70648100697         
-14786.16371740985        7303210.344307723         -3177139.306784705        57753.73773100697         
-14798.4515527738         7311583.367104962         -3180783.886094686        57753.76898100697         
-14810.74194424633        7319956.348736426         -3184428.447042188        57753.80023100697         
-14823.03489109273        7328329.289306775         -3188072.98966882         57753.83148100697         
-14835.33039248894        7336702.188920279         -3191717.51401604         57753.86273100697         
-14847.62844752165        7345075.047680839         -3195362.020125158        57753.89398100697         
-14859.92905518824        7353447.865691979         -3199006.508037339        57753.92523100697         
-14872.23221439688        7361820.643056843         -3202650.977793596        57753.95648100697         
-14884.53792396654        7370193.379878212         -3206295.429434801        57753.98773100697         
-14896.84618262701        7378566.076258483         -3209939.863001674        57754.01898100697         
-14909.15698901896        7386938.732299691         -3213584.278534796        57754.05023100697         
-14921.47034169396        7395311.348103496         -3217228.676074598        57754.08148100697         
-14933.78623911456        7403683.923771197         -3220873.055661373        57754.11273100697         
-14946.10467965428        7412056.459403721         -3224517.417335268        57754.14398100697         
-14958.42566159772        7420428.95510163          -3228161.761136284        57754.17523100697         
-14970.74918314055        7428801.410965122         -3231806.087104287        57754.20648100697         
-14983.07524238962        7437173.827094034         -3235450.395278998        57754.23773100697         
-14995.40383736297        7445546.203587843         -3239094.685699998        57754.26898100697         
-15007.73496598992        7453918.540545661         -3242738.958406729        57754.30023100697         
-15020.0686261111         7462290.838066242         -3246383.213438492        57754.33148100697         
-15032.40481547855        7470663.096247986         -3250027.450834452        57754.36273100697         
-15044.74353175575        7479035.31518893          -3253671.670633634        57754.39398100697         
-15057.08477251773        7487407.494986763         -3257315.872874926        57754.42523100697         
-15069.42853525111        7495779.635738813         -3260960.057597081        57754.45648100697         
-15081.77481735414        7504151.737542057         -3264604.224838712        57754.48773100697         
-15094.12361613688        7512523.800493126         -3268248.374638303        57754.51898100697         
-15106.47492882117        7520895.824688295         -3271892.507034198        57754.55023100697         
-15118.82875254077        7529267.810223488         -3275536.622064608        57754.58148100697         
-15131.18508434142        7537639.757194283         -3279180.719767611        57754.61273100697         
-15143.54392118097        7546011.665695915         -3282824.800181151        57754.64398100697         
-15155.90525992938        7554383.535823267         -3286468.863343041        57754.67523100697         
-15168.26909736891        7562755.367670881         -3290112.909290962        57754.70648100697         
-15180.63543019415        7571127.161332953         -3293756.938062463        57754.73773100697         
-15193.00425501214        7579498.916903341         -3297400.949694964        57754.76898100697         
-15205.37556834245        7587870.634475559         -3301044.944225753        57754.80023100697         
-15217.7493666173         7596242.314142781         -3304688.92169199         57754.83148100697         
-15230.12564618168        7604613.955997844         -3308332.882130707        57754.86273100697         
-15242.50440329342        7612985.560133244         -3311976.825578805        57754.89398100697         
-15254.8856341233         7621357.126641143         -3315620.75207306         57754.92523100697         
-15267.26933475519        7629728.65561337          -3319264.661650121        57754.95648100697         
-15279.65550118288        7638100.147141422         -3322908.554346507        57754.98773100697         
-15292.04412932329        7646471.601316444         -3326552.430198617        57755.01898100697         
-15304.43521499692        7654843.01822927          -3330196.28924272         57755.05023100697         
-15316.82875394106        7663214.397970397         -3333840.131514961        57755.08148100697         
-15329.22474180674        7671585.74062999          -3337483.957051363        57755.11273100697         
-15341.62317415872        7679957.046297888         -3341127.765887824        57755.14398100697         
-15354.02404647573        7688328.315063599         -3344771.558060118        57755.17523100697         
-15366.42735415052        7696699.54701631          -3348415.333603898        57755.20648100697         
-15378.83309249005        7705070.742244877         -3352059.092554694        57755.23773100697         
-15391.24125671559        7713441.900837829         -3355702.834947915        57755.26898100697         
-15403.65184196288        7721813.022883382         -3359346.560818848        57755.30023100697         
-15416.06484328225        7730184.108469422         -3362990.270202664        57755.33148100697         
-15428.48025563881        7738555.157683522         -3366633.963134411        57755.36273100697         
-15440.89807391251        7746926.170612924         -3370277.639649018        57755.39398100697         
-15453.31829289839        7755297.147344558         -3373921.299781294        57755.42523100697         
-15465.74090730666        7763668.087965035         -3377564.943565933        57755.45648100697         
-15478.16591176289        7772038.992560644         -3381208.571037508        57755.48773100697         
-15490.59330080812        7780409.861217367         -3384852.182230478        57755.51898100697         
-15503.02306889908        7788780.694020862         -3388495.777179183        57755.55023100697         
-15515.45521040831        7797151.491056482         -3392139.35591785         57755.58148100697         
-15527.88971962433        7805522.252409264         -3395782.918480587        57755.61273100697         
-15540.32659075182        7813892.978163927         -3399426.464901389        57755.64398100697         
-15552.76581791177        7822263.668404886         -3403069.995214136        57755.67523100697         
-15565.20739514167        7830634.323216249         -3406713.509452596        57755.70648100697         
-15577.65131639565        7839004.942681811         -3410357.007650423        57755.73773100697         
-15590.0975755447         7847375.526885053         -3414000.489841152        57755.76898100697         
-15602.5461663768         7855746.075909165         -3417643.956058217        57755.80023100697         
-15614.99708259716        7864116.589837017         -3421287.406334931        57755.83148100697         
-15627.45031782834        7872487.068751179         -3424930.840704497        57755.86273100697         
-15639.90586561046        7880857.512733919         -3428574.259200011        57755.89398100697         
-15652.36371940143        7889227.921867201         -3432217.661854455        57755.92523100697         
-15664.82387257706        7897598.296232686         -3435861.048700703        57755.95648100697         
-15677.28631843131        7905968.635911739         -3439504.41977152         57755.98773100697         
-15689.75105017647        7914338.940985423         -3443147.775099561        57756.01898100697         
-15702.21806094336        7922709.211534495         -3446791.114717371        57756.05023100697         
-15714.68734378151        7931079.447639426         -3450434.438657392        57756.08148100697         
-15727.15889165784        7939449.649380387         -3454077.746951952        57756.11273100697         
-15739.63269746313        7947819.816837235         -3457721.039633276        57756.14398100697         
-15752.10875400271        7956189.95008956          -3461364.316733485        57756.17523100697         
-15764.58705400308        7964560.049216637         -3465007.578284588        57756.20648100697         
-15777.0675901105         7972930.114297464         -3468650.824318493        57756.23773100697         
-15789.55035489119        7981300.145410734         -3472294.054867001        57756.26898100697         
-15802.03534083159        7989670.142634855         -3475937.269961808        57756.30023100697         
-15814.52254033854        7998040.106047945         -3479580.469634511        57756.33148100697         
-15827.0119457395         8006410.035727831         -3483223.653916596        57756.36273100697         
-15839.50354928281        8014779.93175205          -3486866.822839451        57756.39398100697         
-15851.99734313789        8023149.794197853         -3490509.976434358        57756.42523100697         
-15864.49331939547        8031519.623142205         -3494153.114732499        57756.45648100697         
-15876.99147006781        8039889.418661791         -3497796.237764955        57756.48773100697         
-15889.49178708896        8048259.180832995         -3501439.345562703        57756.51898100697         
-15901.99426231499        8056628.909731934         -3505082.43815662         57756.55023100697         
-15914.49888752422        8064998.60543443          -3508725.515577483        57756.58148100697         
-15927.00565441744        8073368.26801603          -3512368.577855969        57756.61273100697         
-15939.51455461819        8081737.897552002         -3516011.625022658        57756.64398100697         
-15952.02557967301        8090107.494117322         -3519654.657108025        57756.67523100697         
-15964.53872105162        8098477.057786705         -3523297.674142454        57756.70648100697         
-15977.05397014728        8106846.588634566         -3526940.676156223        57756.73773100697         
-15989.57131827693        8115216.086735061         -3530583.663179519        57756.76898100697         
-16002.09075668103        8123585.552162066         -3534226.635242427        57756.80023100697         
-16014.61227652578        8131954.984989162         -3537869.592374938        57756.83148100697         
-16027.13586890035        8140324.385289681         -3541512.534606948        57756.86273100697         
-16039.66152481918        8148693.753136666         -3545155.461968252        57756.89398100697         
-16052.18923522176        8157063.088602887         -3548798.374488552        57756.92523100697         
-16064.71899097285        8165432.391760852         -3552441.272197456        57756.95648100697         
-16077.25078286281        8173801.662682786         -3556084.155124475        57756.98773100697         
-16082.17141642561        8177087.494738053         -3557514.375257888        57757.00000000001         
