                                                                                              19 Dec 2024 12:23:25
Satellite-L2Orbit


BarycenterEarthNoomRx (km)    BarycenterEarthNoomRy (km)    BarycenterEarthNoomRz (km)           Time (UTCG)      
             -59095.589273                  86316.439645                  -5834.056836     8 Jun 2017 20:04:09.785
             -64882.051266                  81739.225585                  -9140.763889     8 Jun 2017 21:05:07.832
             -70418.899527                  76908.058622                 -12375.682808     8 Jun 2017 22:05:36.712
             -74061.599426                  73462.947602                 -14544.082482     8 Jun 2017 22:46:47.469
             -77678.796645                  69811.889609                 -16730.620879     8 Jun 2017 23:28:58.215
             -82664.214555                  64365.648430                 -19801.814093     9 Jun 2017 00:29:34.854
             -87432.481767                  58652.993082                 -22805.902712     9 Jun 2017 01:30:46.568
             -92002.385177                  52650.106912                 -25750.866766     9 Jun 2017 02:33:02.754
             -96384.656669                  46335.562455                 -28640.079088     9 Jun 2017 03:36:50.139
            -100589.215844                  39681.792867                 -31476.596752     9 Jun 2017 04:42:38.923
            -104625.939456                  32652.369159                 -34263.535562     9 Jun 2017 05:51:04.892
            -108486.136612                  25236.887782                 -36990.660035     9 Jun 2017 07:02:30.011
            -112138.217982                  17477.462950                 -39629.438185     9 Jun 2017 08:16:48.576
            -115569.431898                   9394.828386                 -42162.028589     9 Jun 2017 09:34:09.810
            -118768.577741                   1020.002198                 -44569.320005     9 Jun 2017 10:54:38.925
            -121728.985589                  -7610.650057                 -46833.163048     9 Jun 2017 12:18:19.367
            -124410.439622                 -16324.190104                 -48907.071253     9 Jun 2017 13:43:54.137
            -126853.776787                 -25174.410462                 -50805.568545     9 Jun 2017 15:12:17.418
            -129086.977519                 -34193.245047                 -52532.717081     9 Jun 2017 16:44:12.449
            -131132.118958                 -43400.877071                 -54086.490499     9 Jun 2017 18:20:17.882
            -132962.005016                 -52562.934268                 -55427.369546     9 Jun 2017 19:58:29.494
            -134576.032252                 -61494.315374                 -56540.724096     9 Jun 2017 21:36:59.732
            -135998.010210                 -70111.291273                 -57435.382347     9 Jun 2017 23:14:55.210
            -137093.420253                 -77265.277002                 -58044.748559    10 Jun 2017 00:38:34.562
            -138097.586185                 -84226.949906                 -58521.467545    10 Jun 2017 02:02:12.260
            -139094.332039                 -91504.826435                 -58896.674067    10 Jun 2017 03:32:08.964
            -140174.241998                 -99753.400292                 -59168.388190    10 Jun 2017 05:17:26.745
            -141240.897962                -108175.870445                 -59275.178595    10 Jun 2017 07:08:56.697
            -141858.365980                -113122.130077                 -59256.215291    10 Jun 2017 08:16:26.461
            -142459.094489                -117945.990077                 -59178.528666    10 Jun 2017 09:23:47.687
            -143385.807278                -125336.552779                 -58943.996671    10 Jun 2017 11:10:05.534
            -144408.923304                -133306.797632                 -58530.368528    10 Jun 2017 13:09:15.150
            -145550.949152                -141823.703840                 -57897.445359    10 Jun 2017 15:22:15.120
            -146821.349680                -150697.859097                 -57018.652672    10 Jun 2017 17:47:41.869
            -148245.688743                -159821.314477                 -55868.750905    10 Jun 2017 20:25:22.454
            -149856.924493                -169104.452276                 -54424.727034    10 Jun 2017 23:15:22.015
            -151693.660938                -178467.333998                 -52665.098525    11 Jun 2017 02:17:58.337
            -153798.288527                -187832.156324                 -50569.960177    11 Jun 2017 05:33:36.180
            -156215.585772                -197120.307014                 -48120.873921    11 Jun 2017 09:02:45.772
            -158991.004110                -206249.570160                 -45301.048277    11 Jun 2017 12:46:00.980
            -162168.475591                -215131.657932                 -42095.840176    11 Jun 2017 16:43:57.085
            -165788.147210                -223671.492576                 -38493.045793    11 Jun 2017 20:57:10.355
            -169883.584649                -231766.489116                 -34483.379101    12 Jun 2017 01:26:17.122
            -174478.176863                -239305.848785                 -30061.357921    12 Jun 2017 06:11:51.652
            -179580.839197                -246170.725774                 -25226.471527    12 Jun 2017 11:14:23.466
            -185182.437818                -252236.929017                 -19983.354274    12 Jun 2017 16:34:18.642
            -191250.001269                -257376.070824                 -14343.889813    12 Jun 2017 22:11:53.991
            -197721.639943                -261459.936488                  -8328.686552    13 Jun 2017 04:07:13.882
            -204503.836419                -264367.277058                  -1966.802007    13 Jun 2017 10:20:12.977
            -211464.226958                -265989.459588                   4699.354122    13 Jun 2017 16:50:20.257
            -218435.701815                -266241.592387                  11618.194580    13 Jun 2017 23:36:54.287
            -225210.193904                -265071.494449                  18720.786798    14 Jun 2017 06:38:33.791
            -231552.336004                -262470.337608                  25929.190474    14 Jun 2017 13:53:44.836
            -237201.107766                -258482.956623                  33148.742176    14 Jun 2017 21:20:08.855
            -241889.960253                -253212.490337                  40276.153124    15 Jun 2017 04:55:04.686
            -244896.160227                -247916.402049                  46105.481321    15 Jun 2017 11:21:08.758
            -246740.105335                -242640.912888                  51117.689101    15 Jun 2017 17:06:11.067
            -247719.068382                -236921.357202                  55933.040282    15 Jun 2017 22:52:15.919
            -247698.928592                -230111.531625                  61042.378114    16 Jun 2017 05:19:49.742
            -246360.565397                -222796.885860                  65937.842504    16 Jun 2017 11:57:43.791
            -243578.854578                -215251.013221                  70452.017004    16 Jun 2017 18:37:22.561
            -239317.380428                -207716.937163                  74470.432371    17 Jun 2017 01:12:48.203
            -233651.764555                -200448.897896                  77894.009373    17 Jun 2017 07:37:04.973
            -226803.386962                -193696.864262                  80649.843115    17 Jun 2017 13:41:57.530
            -218922.652933                -187512.404191                  82760.930889    17 Jun 2017 19:27:42.578
            -210164.861768                -181918.362514                  84253.717854    18 Jun 2017 00:54:28.598
            -200671.333735                -176903.937664                  85160.483865    18 Jun 2017 06:02:51.415
            -190575.911082                -172438.529918                  85515.379406    18 Jun 2017 10:53:26.693
            -179999.780971                -168474.916669                  85354.119036    18 Jun 2017 15:26:56.838
            -169048.063210                -164953.676900                  84712.674726    18 Jun 2017 19:44:12.574
            -157817.251223                -161809.943682                  83626.773942    18 Jun 2017 23:46:00.770
            -146389.464644                -158974.475206                  82131.150947    19 Jun 2017 03:33:13.059
            -134837.343666                -156377.499363                  80259.408156    19 Jun 2017 07:06:39.608
            -123225.777926                -153950.640428                  78044.065286    19 Jun 2017 10:27:08.466
            -111612.515441                -151628.184397                  75516.481320    19 Jun 2017 13:35:26.152
            -100050.353478                -149348.370054                  72707.140709    19 Jun 2017 16:32:16.559
             -88589.330886                -147054.454386                  69646.156393    19 Jun 2017 19:18:20.106
             -77297.539645                -144699.743437                  66369.597330    19 Jun 2017 21:53:57.983
             -66416.453455                -142285.532492                  62971.948079    20 Jun 2017 00:17:16.268
             -56051.886809                -139802.854810                  59517.987432    20 Jun 2017 02:28:21.067
             -47412.228868                -137560.792180                  56476.208547    20 Jun 2017 04:13:59.958
             -39762.211339                -135418.767283                  53658.129109    20 Jun 2017 05:45:04.792
             -33854.341249                -133649.044043                  51400.437246    20 Jun 2017 06:53:58.910
             -27859.573956                -131738.023682                  49035.701118    20 Jun 2017 08:02:44.101
             -20301.830146                -129144.195263                  45945.896231    20 Jun 2017 09:27:55.075
             -12201.974040                -126106.968330                  42495.593151    20 Jun 2017 10:57:36.432
              -4648.672778                -123002.604314                  39142.912660    20 Jun 2017 12:20:00.887
               2820.523457                -119639.895075                  35692.345328    20 Jun 2017 13:40:36.781
              10689.887655                -115738.917588                  31902.072781    20 Jun 2017 15:04:54.034
              18226.362319                -111609.553177                  28111.752494    20 Jun 2017 16:25:23.099
              25425.084313                -107252.520506                  24331.607251    20 Jun 2017 17:42:26.335
              32285.451554                -102668.061326                  20569.283486    20 Jun 2017 18:56:26.883
              38801.757273                 -97861.748696                  16834.965346    20 Jun 2017 20:07:42.769
              44965.486793                 -92844.473397                  13140.771968    20 Jun 2017 21:16:28.249
              50768.247981                 -87631.328484                   9499.506116    20 Jun 2017 22:22:55.451
              56205.183849                 -82238.875461                   5922.669476    20 Jun 2017 23:27:16.472
              61276.837100                 -76682.287550                   2418.952962    21 Jun 2017 00:29:44.782
              65989.599122                 -70972.725113                  -1006.693457    21 Jun 2017 01:30:36.066
              70354.467924                 -65116.007635                  -4352.963490    21 Jun 2017 02:30:08.173
              74385.117854                 -59112.339649                  -7621.495555    21 Jun 2017 03:28:40.661
              78095.863652                 -52956.895957                 -10815.848702    21 Jun 2017 04:26:34.172
              81498.422689                 -46643.913993                 -13938.978375    21 Jun 2017 05:24:08.219
              84376.451732                 -40665.218256                 -16763.323169    21 Jun 2017 06:17:18.574
              86998.981182                 -34555.638353                 -19523.446554    21 Jun 2017 07:10:34.956
              89568.095454                 -27756.373248                 -22453.665114    21 Jun 2017 08:08:54.527
              91857.474091                 -20757.400904                 -25322.472956    21 Jun 2017 09:08:11.760
              93872.016889                 -13530.671236                 -28135.428520    21 Jun 2017 10:08:54.642
              95612.012366                  -6046.980026                 -30895.843422    21 Jun 2017 11:11:32.216
              97074.748311                   1731.382810                 -33607.146408    21 Jun 2017 12:16:38.977
              98248.132438                   9808.919135                 -36258.673765    21 Jun 2017 13:24:34.606
              99116.755936                  18140.766761                 -38824.113293    21 Jun 2017 14:35:15.707
              99674.861983                  26703.735996                 -41286.128482    21 Jun 2017 15:48:51.063
              99921.447677                  35465.294463                 -43626.097425    21 Jun 2017 17:05:25.480
              99862.426390                  44348.879367                 -45816.814230    21 Jun 2017 18:24:40.139
              99517.621050                  53223.575993                 -47824.740046    21 Jun 2017 19:45:43.329
              98906.478785                  62151.580022                 -49663.958505    21 Jun 2017 21:09:26.109
              98043.597269                  71171.271386                 -51338.544132    21 Jun 2017 22:36:29.335
              96941.789496                  80308.771181                 -52846.769458    22 Jun 2017 00:07:29.737
              95644.681265                  89381.649895                 -54156.046370    22 Jun 2017 01:40:56.110
              94214.107214                  98189.589551                 -55246.230658    22 Jun 2017 03:14:50.274
              92697.621445                 106669.509645                 -56125.710239    22 Jun 2017 04:48:27.224
              91159.811445                 114667.964465                 -56800.412967    22 Jun 2017 06:19:51.117
              89735.443570                 121698.255557                 -57267.627401    22 Jun 2017 07:42:49.971
              88260.008419                 128705.459110                 -57614.472837    22 Jun 2017 09:08:09.117
              86522.649815                 136704.307630                 -57863.044313    22 Jun 2017 10:48:55.155
              84710.632740                 144859.672200                 -57951.701788    22 Jun 2017 12:35:35.433
              83573.831704                 149921.094991                 -57921.486591    22 Jun 2017 13:43:54.172
              82463.186620                 154850.295356                 -57828.226482    22 Jun 2017 14:52:03.530
              80848.641199                 162029.718314                 -57577.718013    22 Jun 2017 16:34:20.221
              79121.571993                 169794.357745                 -57150.353334    22 Jun 2017 18:29:11.409
              77319.363396                 178088.720225                 -56509.205266    22 Jun 2017 20:37:04.175
              75509.691468                 186751.557777                 -55629.209814    22 Jun 2017 22:56:46.887
              74748.795963                 190539.973126                 -55174.765916    22 Jun 2017 23:59:59.000
