                                                                                              31 Oct 2024 12:21:37
Satellite-L2Orbit


BarycenterEarthNoomRx (km)    BarycenterEarthNoomRy (km)    BarycenterEarthNoomRz (km)           Time (UTCG)      
             385241.548834                  11324.469336                 -39405.564835    20 Dec 2016 16:08:40.630
             385535.342015                  11203.494511                 -41339.409572    20 Dec 2016 17:47:32.674
             385832.085041                  11041.557799                 -43257.742231    20 Dec 2016 19:31:00.473
             386128.210156                  10839.537774                 -45140.000362    20 Dec 2016 21:18:15.923
             386418.249253                  10601.301965                 -46955.039115    20 Dec 2016 23:07:40.250
             386653.671398                  10377.254672                 -48409.089716    21 Dec 2016 00:40:01.708
             386879.841400                  10134.719538                 -49790.907879    21 Dec 2016 02:12:07.202
             387139.047174                   9821.687167                 -51357.586505    21 Dec 2016 04:02:13.986
             387425.194265                   9428.779533                 -53067.562291    21 Dec 2016 06:10:18.999
             387726.847175                   8954.299368                 -54849.810795    21 Dec 2016 08:34:08.694
             388036.813324                   8391.898765                 -56661.397722    21 Dec 2016 11:13:30.644
             388347.952041                   7734.892489                 -58461.852937    21 Dec 2016 14:08:35.105
             388652.766988                   6976.319448                 -60210.602227    21 Dec 2016 17:19:51.660
             388942.538744                   6110.597638                 -61861.859700    21 Dec 2016 20:47:45.367
             389207.468495                   5133.403554                 -63365.343717    22 Dec 2016 00:32:44.188
             389436.186531                   4044.106360                 -64663.235989    22 Dec 2016 04:34:52.038
             389616.203965                   2846.433184                 -65692.279152    22 Dec 2016 08:53:49.775
             389718.131487                   1791.720085                 -66287.839095    22 Dec 2016 12:37:46.270
             389770.165233                    731.084082                 -66612.487076    22 Dec 2016 16:20:44.844
             389767.597153                   -544.610156                 -66650.740634    22 Dec 2016 20:47:57.517
             389680.287758                  -1971.715125                 -66237.177475    23 Dec 2016 01:48:20.604
             389503.114128                  -3379.810994                 -65334.049228    23 Dec 2016 06:49:30.826
             389241.205557                  -4727.135113                 -63960.598047    23 Dec 2016 11:45:52.226
             388905.424325                  -5977.849089                 -62164.459040    23 Dec 2016 16:32:23.915
             388510.031018                  -7106.652689                 -60010.657880    23 Dec 2016 21:05:23.385
             388070.283638                  -8099.162935                 -57570.096128    24 Dec 2016 01:22:31.630
             387604.065920                  -8944.604769                 -54930.432484    24 Dec 2016 05:21:02.452
             387185.169158                  -9566.295197                 -52510.482065    24 Dec 2016 08:34:18.816
             386726.864412                 -10124.079951                 -49806.461858    24 Dec 2016 11:48:40.450
             386326.292875                 -10520.341919                 -47390.430353    24 Dec 2016 14:26:55.989
             385898.683226                 -10858.088172                 -44751.583596    24 Dec 2016 17:06:05.530
             385490.262409                 -11103.122618                 -42167.348068    24 Dec 2016 19:30:08.919
             385105.150358                 -11266.625630                 -39666.930400    24 Dec 2016 21:39:51.027
             384743.680932                 -11360.360983                 -37257.252612    24 Dec 2016 23:36:49.219
             384404.722985                 -11394.360067                 -34935.986330    25 Dec 2016 01:22:44.245
             384088.241409                 -11376.813677                 -32708.514459    25 Dec 2016 02:58:37.345
             383793.835680                 -11314.990336                 -30578.284931    25 Dec 2016 04:25:23.802
             383520.866422                 -11215.352500                 -28547.427708    25 Dec 2016 05:43:53.155
             383268.255463                 -11083.506369                 -26614.947115    25 Dec 2016 06:54:54.479
             383035.188079                 -10924.575987                 -24781.813125    25 Dec 2016 07:59:05.991
             382820.388439                 -10742.875496                 -23045.249321    25 Dec 2016 08:57:08.551
             382622.665490                 -10542.216147                 -21402.750165    25 Dec 2016 09:49:37.441
             382440.933349                 -10326.053873                 -19852.272229    25 Dec 2016 10:37:03.030
             382273.887425                 -10097.135402                 -18389.401555    25 Dec 2016 11:19:56.498
             382120.396902                  -9857.947966                 -17010.602842    25 Dec 2016 11:58:44.151
             381979.433698                  -9610.735315                 -15712.684311    25 Dec 2016 12:33:49.053
             381849.980673                  -9357.386493                 -14491.975270    25 Dec 2016 13:05:32.753
             381731.074221                  -9099.511228                 -13344.700256    25 Dec 2016 13:34:14.883
             381621.818151                  -8838.491468                 -12267.131408    25 Dec 2016 14:00:13.164
             381521.405327                  -8575.570630                 -11255.844708    25 Dec 2016 14:23:43.279
             381429.034039                  -8311.661623                 -10306.916207    25 Dec 2016 14:45:00.185
             381344.056964                  -8047.786285                  -9417.482320    25 Dec 2016 15:04:16.152
             381265.751044                  -7784.418098                  -8583.400796    25 Dec 2016 15:21:44.012
             381193.478922                  -7521.942614                  -7800.939645    25 Dec 2016 15:37:34.980
             381126.983431                  -7261.916326                  -7070.116232    25 Dec 2016 15:51:54.976
             381065.449232                  -7003.492303                  -6384.463791    25 Dec 2016 16:04:56.867
             381008.626823                  -6747.786021                  -5743.391855    25 Dec 2016 16:16:45.928
             380955.960521                  -6494.356870                  -5142.580837    25 Dec 2016 16:27:31.057
             380907.288105                  -6244.396829                  -4581.907219    25 Dec 2016 16:37:16.084
             380862.022600                  -5996.727510                  -4056.119086    25 Dec 2016 16:46:09.762
             380820.150095                  -5753.024150                  -3566.375540    25 Dec 2016 16:54:13.848
             380781.198716                  -5512.237541                  -3108.315377    25 Dec 2016 17:01:35.312
             380745.030803                  -5275.075042                  -2681.308746    25 Dec 2016 17:08:17.098
             380711.356093                  -5041.126345                  -2282.780059    25 Dec 2016 17:14:23.735
             380679.910623                  -4809.890254                  -1910.326834    25 Dec 2016 17:19:59.272
             380650.586080                  -4581.828733                  -1563.279514    25 Dec 2016 17:25:05.964
             380623.295074                  -4357.543262                  -1241.115142    25 Dec 2016 17:29:45.797
             380597.903534                  -4137.211593                   -942.662317    25 Dec 2016 17:34:01.173
             380574.127026                  -3919.492430                   -664.915442    25 Dec 2016 17:37:55.872
             380552.057995                  -3706.353674                   -409.207779    25 Dec 2016 17:41:29.854
             380531.492226                  -3496.987546                   -173.338853    25 Dec 2016 17:44:45.940
             380512.640445                  -3294.849580                     40.228743    25 Dec 2016 17:47:42.943
             380495.069235                  -3096.553803                    236.426249    25 Dec 2016 17:50:25.677
             380479.053687                  -2906.475196                    412.286850    25 Dec 2016 17:52:52.264
             380464.166626                  -2720.807475                    572.671775    25 Dec 2016 17:55:07.213
             380451.641190                  -2557.076118                    704.863034    25 Dec 2016 17:56:59.949
             380438.588978                  -2378.246775                    839.439752    25 Dec 2016 17:58:56.861
             380426.205394                  -2199.846273                    963.583327    25 Dec 2016 18:00:47.515
             380414.823711                  -2027.366800                   1074.083595    25 Dec 2016 18:02:29.284
             380405.970780                  -1886.833576                   1157.243198    25 Dec 2016 18:03:48.721
             380397.481129                  -1746.168825                   1234.335355    25 Dec 2016 18:05:05.350
             380389.462094                  -1607.355472                   1304.415107    25 Dec 2016 18:06:18.366
             380380.591170                  -1446.166676                   1378.349976    25 Dec 2016 18:07:40.192
             380373.349648                  -1307.814596                   1435.459437    25 Dec 2016 18:08:48.130
             380366.425135                  -1168.990544                   1486.889067    25 Dec 2016 18:09:54.390
             380359.078972                  -1013.666774                   1537.478086    25 Dec 2016 18:11:06.514
             380351.717536                   -848.266376                   1583.298972    25 Dec 2016 18:12:21.295
             380345.296960                   -694.502177                   1618.467089    25 Dec 2016 18:13:29.241
             380339.575850                   -548.522845                   1645.243226    25 Dec 2016 18:14:32.601
             380332.885203                   -364.639374                   1669.819640    25 Dec 2016 18:15:51.193
             380327.219836                   -194.969793                   1683.452783    25 Dec 2016 18:17:02.879
             380322.442312                    -39.044204                   1688.329961    25 Dec 2016 18:18:08.378
             380317.933369                    122.209251                   1685.662883    25 Dec 2016 18:19:16.043
             380313.854176                    283.873003                   1675.111930    25 Dec 2016 18:20:24.119
             380310.223107                    445.294224                   1656.696334    25 Dec 2016 18:21:32.648
             380307.063492                    605.202639                   1630.673906    25 Dec 2016 18:22:41.394
             380304.313443                    766.932413                   1596.459682    25 Dec 2016 18:23:52.111
             380302.026733                    927.745506                   1554.542468    25 Dec 2016 18:25:03.931
             380300.099808                   1097.721652                   1501.644756    25 Dec 2016 18:26:21.830
             380298.609870                   1278.473712                   1435.662510    25 Dec 2016 18:27:47.330
             380297.740904                   1448.737629                   1364.287072    25 Dec 2016 18:29:10.790
             380297.400241                   1615.785474                   1285.514516    25 Dec 2016 18:30:35.819
             380297.533614                   1765.838799                   1207.325656    25 Dec 2016 18:31:55.170
             380298.129092                   1923.402885                   1117.604795    25 Dec 2016 18:33:21.840
             380299.255610                   2087.619102                   1015.731584    25 Dec 2016 18:34:56.171
             380300.877778                   2249.133752                    907.140806    25 Dec 2016 18:36:33.302
             380303.046958                   2412.366008                    788.865298    25 Dec 2016 18:38:16.234
             380305.779537                   2576.584171                    661.142385    25 Dec 2016 18:40:05.023
             380309.110455                   2742.279031                    523.304118    25 Dec 2016 18:42:00.532
             380313.060316                   2909.030135                    375.395724    25 Dec 2016 18:44:03.041
             380317.718133                   3078.889218                    215.139992    25 Dec 2016 18:46:14.768
             380323.154867                   3252.322181                     41.399606    25 Dec 2016 18:48:37.006
             380329.379676                   3427.820697                   -144.953522    25 Dec 2016 18:51:09.460
             380336.478304                   3606.201641                   -345.396606    25 Dec 2016 18:53:53.814
             380344.448723                   3785.985937                   -558.846221    25 Dec 2016 18:56:49.703
             380353.408161                   3968.456056                   -787.418058    25 Dec 2016 18:59:59.447
             380363.486235                   4154.573059                  -1033.171052    25 Dec 2016 19:03:25.422
             380374.508289                   4339.960676                  -1290.873974    25 Dec 2016 19:07:03.916
             380386.579807                   4525.708443                  -1562.275038    25 Dec 2016 19:10:57.062
             380400.387887                   4720.390433                  -1861.230704    25 Dec 2016 19:15:17.732
             380415.031808                   4910.039916                  -2167.075098    25 Dec 2016 19:19:48.792
             380431.264689                   5103.732274                  -2494.717650    25 Dec 2016 19:24:44.262
             380448.794703                   5296.782145                  -2837.060062    25 Dec 2016 19:29:58.753
             380468.152412                   5493.807110                  -3203.184460    25 Dec 2016 19:35:41.723
             380489.302687                   5692.886508                  -3590.841189    25 Dec 2016 19:41:52.421
             380512.583009                   5895.621513                  -4004.545377    25 Dec 2016 19:48:36.663
             380537.426341                   6095.993107                  -4432.885889    25 Dec 2016 19:55:44.637
             380564.828574                   6300.812606                  -4891.520294    25 Dec 2016 20:03:33.526
             380594.798114                   6508.303404                  -5378.475004    25 Dec 2016 20:12:03.407
             380627.015643                   6714.960923                  -5886.849775    25 Dec 2016 20:21:08.910
             380662.301717                   6924.648304                  -6427.705782    25 Dec 2016 20:31:04.005
             380701.288578                   7139.000758                  -7008.056128    25 Dec 2016 20:41:59.373
             380743.459028                   7353.305498                  -7617.661387    25 Dec 2016 20:53:46.424
             380789.381938                   7568.872795                  -8262.395683    25 Dec 2016 21:06:34.886
             380839.241082                   7784.836565                  -8942.237682    25 Dec 2016 21:20:28.068
             380893.305104                   8000.684255                  -9658.208662    25 Dec 2016 21:35:30.765
             380952.495403                   8218.128653                 -10419.423969    25 Dec 2016 21:51:58.743
             381016.709923                   8434.758416                 -11221.284938    25 Dec 2016 22:09:50.787
             381086.470243                   8650.436713                 -12067.077361    25 Dec 2016 22:29:16.223
             381162.448729                   8865.164336                 -12961.383171    25 Dec 2016 22:50:27.067
             381245.060329                   9077.935933                 -13905.271550    25 Dec 2016 23:13:31.249
             381334.896536                   9288.057700                 -14901.523339    25 Dec 2016 23:38:39.921
             381432.247548                   9494.008926                 -15949.310953    26 Dec 2016 00:05:59.493
             381538.329727                   9695.995519                 -17057.349313    26 Dec 2016 00:35:52.399
             381653.862901                   9892.748463                 -18228.295621    26 Dec 2016 01:08:33.308
             381779.011615                  10081.981007                 -19459.015314    26 Dec 2016 01:44:08.084
             381914.796543                  10262.655292                 -20754.704269    26 Dec 2016 02:22:57.936
             382061.620782                  10432.638817                 -22114.254795    26 Dec 2016 03:05:14.494
             382221.207544                  10591.000928                 -23548.320982    26 Dec 2016 03:51:33.519
             382393.723253                  10734.780197                 -25052.897360    26 Dec 2016 04:42:05.429
             382579.566779                  10861.281017                 -26626.336593    26 Dec 2016 05:37:06.304
             382780.101732                  10968.182387                 -28274.992364    26 Dec 2016 06:37:11.682
             382995.926931                  11052.246187                 -29998.497601    26 Dec 2016 07:42:46.522
             383228.079416                  11110.027004                 -31799.911855    26 Dec 2016 08:54:27.437
             383476.813276                  11137.431457                 -33676.192442    26 Dec 2016 10:12:41.103
             383742.792651                  11130.031786                 -35627.677964    26 Dec 2016 11:38:07.245
             384026.535804                  11082.759267                 -37653.757093    26 Dec 2016 13:11:29.920
             384327.535093                  10990.134783                 -39746.977144    26 Dec 2016 14:53:21.191
             384646.196037                  10845.725460                 -41906.905331    26 Dec 2016 16:44:41.843
             384981.047240                  10643.019442                 -44121.065353    26 Dec 2016 18:46:06.396
             385331.406599                  10374.188932                 -46383.365618    26 Dec 2016 20:58:41.429
             385695.011131                  10031.292343                 -48678.561271    26 Dec 2016 23:23:17.783
             386069.055049                   9605.656539                 -50989.530954    27 Dec 2016 02:00:56.124
             386450.213065                   9087.403770                 -53297.500719    27 Dec 2016 04:52:54.351
             386833.406874                   8466.751748                 -55574.792767    27 Dec 2016 08:00:21.842
             387212.213966                   7733.572698                 -57787.756705    27 Dec 2016 11:24:35.182
             387578.477838                   6877.856106                 -59894.693852    27 Dec 2016 15:06:54.958
             387922.061110                   5890.036068                 -61844.592385    27 Dec 2016 19:08:47.692
             388230.668644                   4760.819844                 -63576.111299    27 Dec 2016 23:31:56.569
             388488.725749                   3484.655507                 -65011.092667    28 Dec 2016 04:17:45.311
             388676.898630                   2067.544492                 -66051.432422    28 Dec 2016 09:25:57.350
             388773.856046                    552.004547                 -66587.457195    28 Dec 2016 14:49:44.503
             388765.562925                  -1024.501394                 -66546.580106    28 Dec 2016 20:24:49.333
             388644.491121                  -2609.025837                 -65886.386613    29 Dec 2016 02:04:29.794
             388413.176927                  -4141.181260                 -64612.981577    29 Dec 2016 07:40:39.338
             388099.957209                  -5508.878434                 -62869.974826    29 Dec 2016 12:52:14.900
             387716.059777                  -6738.530873                 -60704.614284    29 Dec 2016 17:47:17.853
             387294.375449                  -7783.225223                 -58287.039944    29 Dec 2016 22:15:09.256
             386852.048781                  -8657.519410                 -55703.180536    30 Dec 2016 02:18:07.979
             386402.478901                  -9376.935637                 -53021.306264    30 Dec 2016 05:58:20.503
             385955.954535                  -9957.162889                 -50295.410648    30 Dec 2016 09:17:43.377
             385520.179923                 -10413.504351                 -47567.803050    30 Dec 2016 12:18:04.760
             385100.612016                 -10760.584143                 -44870.444033    30 Dec 2016 15:01:07.893
             384701.176191                 -11011.827099                 -42228.718274    30 Dec 2016 17:28:24.015
             384324.300133                 -11179.633457                 -39660.939283    30 Dec 2016 19:41:20.187
             383971.391137                 -11275.194196                 -37180.764950    30 Dec 2016 21:41:15.307
             383642.934451                 -11308.566572                 -34797.185811    30 Dec 2016 23:29:23.538
             383338.751926                 -11288.666019                 -32515.669882    31 Dec 2016 01:06:53.375
             383058.145733                 -11223.309511                 -30338.611718    31 Dec 2016 02:34:48.422
             382800.568049                 -11119.516025                 -28270.173107    31 Dec 2016 03:53:57.945
             382564.621622                 -10983.276948                 -26308.051052    31 Dec 2016 05:05:17.889
             382370.650705                 -10838.059824                 -24639.998665    31 Dec 2016 06:03:10.030
             382173.325843                 -10655.379351                 -22885.133658    31 Dec 2016 07:01:22.711
             381992.773474                 -10452.875163                 -21221.174408    31 Dec 2016 07:54:06.338
             381828.490254                 -10234.640767                 -19651.922464    31 Dec 2016 08:41:40.309
             381679.339798                 -10003.876499                 -18175.225257    31 Dec 2016 09:24:32.717
             381544.082615                  -9763.225617                 -16787.319430    31 Dec 2016 10:03:11.388
             381421.628703                  -9515.169384                 -15485.253018    31 Dec 2016 10:37:59.971
             381310.619413                  -9261.156081                 -14262.353152    31 Dec 2016 11:09:25.431
             381210.005797                  -9002.726520                 -13114.287026    31 Dec 2016 11:37:48.470
             381119.107656                  -8742.039711                 -12040.258173    31 Dec 2016 12:03:22.838
             381036.843219                  -8479.798737                 -11034.078721    31 Dec 2016 12:26:28.520
             380962.422634                  -8217.077768                 -10092.155915    31 Dec 2016 12:47:20.139
             380895.095434                  -7954.693587                  -9210.653996    31 Dec 2016 13:06:11.335
             380834.192824                  -7693.376511                  -8386.077105    31 Dec 2016 13:23:14.133
             380779.168436                  -7434.041278                  -7615.954239    31 Dec 2016 13:38:38.320
             380729.148047                  -7175.535035                  -6892.432401    31 Dec 2016 13:52:39.058
             380684.018220                  -6920.165247                  -6217.957411    31 Dec 2016 14:05:18.627
             380643.309281                  -6668.330766                  -5589.540082    31 Dec 2016 14:16:45.208
             380606.440916                  -6419.256661                  -5001.815275    31 Dec 2016 14:27:08.802
             380573.008794                  -6172.742003                  -4451.491296    31 Dec 2016 14:36:36.423
             380542.683973                  -5928.736904                  -3936.013280    31 Dec 2016 14:45:13.797
             380515.474844                  -5689.905247                  -3458.395084    31 Dec 2016 14:53:00.844
             380490.664451                  -5452.291501                  -3008.577962    31 Dec 2016 15:00:09.926
             380468.334145                  -5218.779033                  -2590.255329    31 Dec 2016 15:06:39.686
             380448.307171                  -4990.019975                  -2202.476497    31 Dec 2016 15:12:33.145
             380430.214692                  -4764.061632                  -1840.174463    31 Dec 2016 15:17:56.750
             380413.816534                  -4539.696122                  -1500.218783    31 Dec 2016 15:22:54.802
             380399.069604                  -4318.094454                  -1183.290539    31 Dec 2016 15:27:28.069
             380385.796303                  -4098.381251                   -887.087853    31 Dec 2016 15:31:39.792
             380373.972751                  -3882.031741                   -612.555016    31 Dec 2016 15:35:30.320
             380363.494979                  -3669.273821                   -358.810981    31 Dec 2016 15:39:01.460
             380354.188645                  -3458.497917                   -122.993268    31 Dec 2016 15:42:16.532
             380346.014969                  -3250.675978                     94.625315    31 Dec 2016 15:45:16.148
             380338.929958                  -3046.953632                    293.832396    31 Dec 2016 15:48:00.884
             380332.809389                  -2846.078966                    476.774127    31 Dec 2016 15:50:33.172
             380327.618208                  -2649.319405                    643.168432    31 Dec 2016 15:52:53.341
             380323.295620                  -2457.360322                    793.447282    31 Dec 2016 15:55:02.199
             380319.741097                  -2268.768273                    929.624996    31 Dec 2016 15:57:01.837
             380316.926014                  -2085.486174                   1051.190329    31 Dec 2016 15:58:52.064
             380314.759722                  -1905.522160                   1160.311265    31 Dec 2016 16:00:35.018
             380313.212163                  -1731.042017                   1256.494709    31 Dec 2016 16:02:10.308
             380312.195360                  -1556.049788                   1343.524068    31 Dec 2016 16:03:41.845
             380311.708085                  -1383.630978                   1420.090621    31 Dec 2016 16:05:08.506
             380311.735006                  -1203.681054                   1490.337576    31 Dec 2016 16:06:35.657
             380312.265055                  -1031.508116                   1548.356376    31 Dec 2016 16:07:56.304
             380313.296307                   -857.352162                   1597.939494    31 Dec 2016 16:09:15.563
             380314.721626                   -692.956500                   1636.374535    31 Dec 2016 16:10:28.602
             380316.858758                   -506.935384                   1670.094757    31 Dec 2016 16:11:49.595
             380319.338942                   -334.146137                   1692.146941    31 Dec 2016 16:13:03.657
             380322.066587                   -173.703510                   1704.645064    31 Dec 2016 16:14:11.761
             380325.360778                     -5.648597                   1709.508235    31 Dec 2016 16:15:22.749
             380329.046563                    160.068679                   1706.065322    31 Dec 2016 16:16:32.737
             380333.003460                    319.528406                   1695.029844    31 Dec 2016 16:17:40.384
             380337.617747                    487.846150                   1675.160589    31 Dec 2016 16:18:52.444
             380342.398404                    647.080095                   1648.583839    31 Dec 2016 16:20:01.547
             380347.550319                    805.280167                   1614.677249    31 Dec 2016 16:21:11.400
             380352.837590                    956.089060                   1575.378415    31 Dec 2016 16:22:19.373
             380358.751450                   1113.503393                   1527.076247    31 Dec 2016 16:23:32.047
             380364.709150                   1262.127167                   1474.624216    31 Dec 2016 16:24:42.541
             380371.344549                   1417.820792                   1412.519141    31 Dec 2016 16:25:58.624
             380377.479160                   1553.911628                   1352.211184    31 Dec 2016 16:27:07.227
             380383.642638                   1684.076708                   1289.251262    31 Dec 2016 16:28:14.866
             380390.127802                   1814.800056                   1220.805210    31 Dec 2016 16:29:24.965
             380397.306568                   1952.927812                   1142.775555    31 Dec 2016 16:30:41.596
             380404.638675                   2087.689391                   1060.966861    31 Dec 2016 16:31:59.098
             380413.387436                   2241.103365                    960.965163    31 Dec 2016 16:33:30.880
             380422.502992                   2393.382483                    854.421565    31 Dec 2016 16:35:06.013
             380432.953405                   2559.578826                    729.797480    31 Dec 2016 16:36:54.782
             380443.220420                   2715.131357                    605.199849    31 Dec 2016 16:38:41.607
             380454.123555                   2872.866439                    470.928430    31 Dec 2016 16:40:35.247
             380465.445207                   3029.383385                    329.730249    31 Dec 2016 16:42:33.659
             380478.098765                   3196.457809                    170.163297    31 Dec 2016 16:44:46.683
             380491.575725                   3366.227184                     -1.439472    31 Dec 2016 16:47:09.324
             380505.611333                   3534.987408                   -181.592633    31 Dec 2016 16:49:39.072
             380520.603209                   3707.090456                   -375.273075    31 Dec 2016 16:52:20.482
             380536.686689                   3883.287628                   -584.129393    31 Dec 2016 16:55:15.409
             380554.085549                   4065.034682                   -810.943429    31 Dec 2016 16:58:26.761
             380572.588453                   4249.208990                  -1052.776257    31 Dec 2016 17:01:52.703
             380592.305560                   4436.156362                  -1310.822144    31 Dec 2016 17:05:34.935
             380613.231821                   4625.083607                  -1584.725128    31 Dec 2016 17:09:33.892
             380635.596716                   4817.250079                  -1877.150034    31 Dec 2016 17:13:52.729
             380659.332944                   5011.244816                  -2186.826988    31 Dec 2016 17:18:31.228
             380684.934666                   5210.105181                  -2519.738551    31 Dec 2016 17:23:35.837
             380712.214959                   5411.293595                  -2872.913076    31 Dec 2016 17:29:05.041
             380741.034531                   5612.990530                  -3243.984936    31 Dec 2016 17:34:57.761
             380771.548074                   5815.567724                  -3634.348388    31 Dec 2016 17:41:16.465
             380804.301281                   6021.657526                  -4050.263417    31 Dec 2016 17:48:08.647
             380839.333271                   6230.324416                  -4491.377887    31 Dec 2016 17:55:35.636
             380876.705749                   6440.827131                  -4957.558957    31 Dec 2016 18:03:39.040
             380916.418450                   6652.145341                  -5447.850022    31 Dec 2016 18:12:19.645
             380959.129950                   6866.586536                  -5969.271598    31 Dec 2016 18:21:46.994
             381004.827034                   7082.733745                  -6520.388775    31 Dec 2016 18:32:01.934
             381053.674860                   7300.099353                  -7101.861522    31 Dec 2016 18:43:07.689
             381106.106501                   7519.242952                  -7717.357956    31 Dec 2016 18:55:11.254
             381162.219737                   7739.149469                  -8366.400831    31 Dec 2016 19:08:15.142
             381222.666916                   7960.831535                  -9054.716287    31 Dec 2016 19:22:29.753
             381287.242993                   8181.999468                  -9778.042726    31 Dec 2016 19:37:53.523
             381356.772896                   8403.903467                 -10543.546792    31 Dec 2016 19:54:39.679
             381431.431047                   8625.366134                 -11350.828167    31 Dec 2016 20:12:52.364
             381511.739608                   8846.172660                 -12203.061285    31 Dec 2016 20:32:40.964
             381598.131807                   9065.650817                 -13102.156647    31 Dec 2016 20:54:13.838
             381691.117772                   9283.157715                 -14050.538967    31 Dec 2016 21:17:40.788
             381791.064019                   9497.571824                 -15048.903889    31 Dec 2016 21:43:09.761
             381898.615850                   9708.233760                 -16100.475253    31 Dec 2016 22:10:53.336
             382014.334917                   9914.093894                 -17207.303482    31 Dec 2016 22:41:03.316
             382139.015645                  10114.286953                 -18373.304984    31 Dec 2016 23:13:55.761
             382272.818700                  10306.776279                 -19596.214216    31 Dec 2016 23:49:37.348
             382416.794364                  10490.703399                 -20881.726536     1 Jan 2017 00:28:28.705
             382571.630712                  10664.377060                 -22231.809483     1 Jan 2017 01:10:48.781
             382737.855385                  10825.743346                 -23646.815133     1 Jan 2017 01:56:52.056
             382916.711127                  10973.155107                 -25132.866337     1 Jan 2017 02:47:07.462
             383108.373295                  11103.755983                 -26686.899020     1 Jan 2017 03:41:47.869
             383313.860484                  11215.114866                 -28312.691736     1 Jan 2017 04:41:22.571
             383533.838147                  11304.196720                 -30010.954686     1 Jan 2017 05:46:17.641
             383768.482614                  11367.524559                 -31778.692323     1 Jan 2017 06:56:53.574
             384018.623470                  11401.511056                 -33617.968640     1 Jan 2017 08:13:46.433
             384284.515887                  11401.999860                 -35526.635055     1 Jan 2017 09:37:26.759
             384566.697235                  11364.349976                 -37504.774422     1 Jan 2017 11:08:36.437
             384864.810371                  11283.470173                 -39546.505100     1 Jan 2017 12:47:47.405
             385178.659959                  11153.711461                 -41647.659951     1 Jan 2017 14:35:43.259
             385507.586950                  10968.868241                 -43801.563757     1 Jan 2017 16:33:08.972
             385850.445749                  10722.178020                 -45999.157317     1 Jan 2017 18:40:52.262
             386205.695977                  10406.150937                 -48229.798161     1 Jan 2017 20:59:48.369
             386570.577947                  10013.251376                 -50476.352896     1 Jan 2017 23:30:43.496
             386942.033645                   9535.014318                 -52721.244886     2 Jan 2017 02:14:39.760
             387316.296646                   8961.975693                 -54943.963667     2 Jan 2017 05:12:52.573
             387688.832611                   8283.053998                 -57120.813963     2 Jan 2017 08:27:00.051
             388053.882992                   7485.147348                 -59222.360639     2 Jan 2017 11:59:07.327
             388402.163921                   6557.657420                 -61200.594074     2 Jan 2017 15:50:40.770
             388722.283088                   5490.167333                 -62997.584895     2 Jan 2017 20:03:20.621
             388998.981023                   4279.101692                 -64535.643941     3 Jan 2017 00:37:40.894
             389211.358856                   2953.541989                 -65707.469996     3 Jan 2017 05:27:59.889
             389345.254155                   1529.887105                 -66443.223395     3 Jan 2017 10:32:44.301
             389387.732499                     36.760754                 -66677.877110     3 Jan 2017 15:48:39.764
             389330.048526                  -1484.388301                 -66365.861573     3 Jan 2017 21:10:38.547
             389258.776711                  -2277.713733                 -65977.709582     3 Jan 2017 23:59:59.000
