                                                                                              14 Nov 2024 13:50:52
Satellite-L2Orbit


BarycenterEarthNoomRx (km)    BarycenterEarthNoomRy (km)    BarycenterEarthNoomRz (km)           Time (UTCG)      
            -643896.174216                  82955.113949                 -30020.514816    12 Jun 2017 19:33:54.593
            -625442.043466                 114756.432178                 -25271.852396    13 Jun 2017 03:43:01.611
            -605103.279321                 144207.054792                 -20462.829974    13 Jun 2017 11:54:07.931
            -578084.495005                 176687.087722                 -14525.337651    13 Jun 2017 21:55:30.241
            -547319.777778                 206652.360510                  -8169.805141    14 Jun 2017 08:34:25.458
            -514372.069061                 232170.362140                  -1658.785270    14 Jun 2017 19:25:32.508
            -480619.550632                 252371.733408                   4831.257378    15 Jun 2017 06:13:09.719
            -447201.986065                 267058.956044                  11179.138342    15 Jun 2017 16:47:40.287
            -415031.706352                 276430.931918                  17294.839641    16 Jun 2017 03:02:49.396
            -384798.597851                 280920.986064                  23108.555654    16 Jun 2017 12:54:26.715
            -356983.379789                 281090.477762                  28565.033740    16 Jun 2017 22:19:43.885
            -331878.826355                 277556.520300                  33620.500063    17 Jun 2017 07:16:49.198
            -309614.252395                 270942.577869                  38241.387872    17 Jun 2017 15:44:34.221
            -290178.391462                 261842.123784                  42404.825589    17 Jun 2017 23:42:33.159
            -273450.765717                 250793.816504                  46097.964298    18 Jun 2017 07:10:57.174
            -259239.689554                 238274.045635                  49315.498773    18 Jun 2017 14:10:16.598
            -247301.326088                 224688.093967                  52060.576046    18 Jun 2017 20:41:28.618
            -237363.087681                 210367.424792                  54343.785500    19 Jun 2017 02:45:55.580
            -229232.552772                 195749.135126                  56162.189324    19 Jun 2017 08:21:27.856
            -222720.251213                 181352.762243                  57524.579643    19 Jun 2017 13:24:24.677
            -217470.869746                 167299.927659                  58489.897757    19 Jun 2017 17:59:05.725
            -213190.359232                 153624.767920                  59110.991830    19 Jun 2017 22:09:52.960
            -209603.355593                 140140.526921                  59433.589051    20 Jun 2017 02:03:37.951
            -206544.122028                 126806.108669                  59481.263332    20 Jun 2017 05:43:22.523
            -203886.997142                 113612.245034                  59270.746134    20 Jun 2017 09:11:03.360
            -201527.253374                 100546.418763                  58814.976481    20 Jun 2017 12:28:19.673
            -199375.998789                  87592.007077                  58123.643057    20 Jun 2017 15:36:39.125
            -197736.447827                  77186.449773                  57397.194999    20 Jun 2017 18:03:16.327
            -196085.676931                  66424.869710                  56486.319697    20 Jun 2017 20:31:01.611
            -194206.614606                  54088.568491                  55243.006477    20 Jun 2017 23:16:05.741
            -192240.847300                  41394.939766                  53741.628520    21 Jun 2017 02:01:46.124
            -190205.365235                  28757.151579                  52022.618332    21 Jun 2017 04:43:08.721
            -188061.379958                  16186.415617                  50089.813010    21 Jun 2017 07:20:45.625
            -185778.531010                   3709.631358                  47950.304247    21 Jun 2017 09:54:56.515
            -183342.008865                  -8602.355365                  45621.508488    21 Jun 2017 12:25:28.589
            -180754.551863                 -20645.114409                  43132.867262    21 Jun 2017 14:51:44.378
            -178003.459583                 -32433.277753                  40493.234699    21 Jun 2017 17:14:30.963
            -175076.751934                 -43996.323932                  37706.663660    21 Jun 2017 19:34:42.605
            -172140.635696                 -54745.085111                  34939.698598    21 Jun 2017 21:45:37.116
            -169041.311444                 -65317.022766                  32051.188115    21 Jun 2017 23:55:21.112
            -165575.229610                 -76355.195492                  28857.677265    22 Jun 2017 02:12:17.789
            -161959.193577                 -87139.184855                  25562.097090    22 Jun 2017 04:28:00.957
            -158201.730678                 -97692.153514                  22169.286793    22 Jun 2017 06:43:07.117
            -154318.799679                -108021.774763                  18688.379198    22 Jun 2017 08:57:58.676
            -150339.102882                -118110.134681                  15137.698562    22 Jun 2017 11:12:34.776
            -146312.042602                -127898.932205                  11552.122958    22 Jun 2017 13:26:16.549
            -142326.618700                -137250.291135                   8000.709140    22 Jun 2017 15:37:09.234
            -139083.825670                -144659.993049                   5101.713789    22 Jun 2017 17:23:14.260
            -135847.610324                -151912.228977                   2193.982954    22 Jun 2017 19:09:14.725
            -131793.350760                -160843.934181                  -1478.865779    22 Jun 2017 21:22:56.377
            -127368.580180                -170460.451683                  -5540.360100    22 Jun 2017 23:50:58.402
            -127102.147410                -171036.690380                  -5787.087660    22 Jun 2017 23:59:59.000
